,id,trade_time,is_risk,log_id,timelong,device,log_from,ip,city,result,timestamp,type,is_scan,is_sec,login_time,trade_log_diff
7852387,175112,2015-01-15 01:00:02,1,4.0612095105e+15,1000.0,938878.0,2.0,1559043.0,238.0,1.0,1421254475.0,3.0,False,False,2015-01-15 00:54:35,327.0
7852388,175112,2015-01-15 01:00:02,1,6.01353261383e+15,7363.0,464572.0,1.0,1341264.0,238.0,31.0,1421254897.0,3.0,False,False,2015-01-15 01:01:37,-95.0
7852389,175112,2015-01-15 01:00:02,1,6.11653578542e+15,2000.0,642705.0,2.0,1042145.0,238.0,1.0,1421254907.0,3.0,False,False,2015-01-15 01:01:47,-105.0
7852390,175112,2015-01-15 01:00:02,1,2.14649246043e+15,2000.0,642705.0,2.0,1042145.0,238.0,1.0,1421255030.0,3.0,False,False,2015-01-15 01:03:50,-228.0
7852391,175112,2015-01-15 01:00:02,1,9.0390703807e+15,3000.0,642705.0,2.0,316646.0,405.0,31.0,1421255181.0,3.0,False,False,2015-01-15 01:06:21,-379.0
7852392,175112,2015-01-15 01:00:02,1,7.20277940857e+15,5000.0,642705.0,2.0,316646.0,405.0,31.0,1421255249.0,3.0,False,False,2015-01-15 01:07:29,-447.0
7852393,175112,2015-01-15 01:00:02,1,3.59076080676e+16,2000.0,642705.0,2.0,316646.0,405.0,1.0,1421255259.0,3.0,False,False,2015-01-15 01:07:39,-457.0
7852394,175112,2015-01-15 01:00:02,1,5.84827969432e+15,3000.0,642705.0,2.0,316646.0,405.0,1.0,1421255696.0,3.0,False,False,2015-01-15 01:14:56,-894.0
7852395,175112,2015-01-15 01:00:02,1,9.22014127356e+13,2000.0,938878.0,2.0,1559043.0,238.0,31.0,1421259873.0,3.0,False,False,2015-01-15 02:24:33,-5071.0
7852396,175112,2015-01-15 01:00:02,1,9.87911516075e+15,2000.0,642705.0,2.0,316646.0,405.0,1.0,1421262512.0,3.0,False,False,2015-01-15 03:08:32,-7710.0
7852397,175112,2015-01-15 01:00:02,1,2.76939180869e+15,2000.0,938878.0,2.0,279271.0,238.0,1.0,1421263523.0,3.0,False,False,2015-01-15 03:25:23,-8721.0
7852398,175112,2015-01-15 01:00:02,1,3.96583508915e+15,24799.0,854560.0,1.0,1430640.0,238.0,31.0,1421263622.0,3.0,False,False,2015-01-15 03:27:02,-8820.0
7852399,175112,2015-01-15 01:00:02,1,7.72263411073e+15,3000.0,642705.0,2.0,316646.0,405.0,1.0,1421263626.0,3.0,False,False,2015-01-15 03:27:06,-8824.0
7852400,175112,2015-01-15 01:00:02,1,8.32994721347e+15,33399.0,854560.0,1.0,1430640.0,238.0,31.0,1421263630.0,3.0,False,False,2015-01-15 03:27:10,-8828.0
7852401,175112,2015-01-15 01:00:02,1,5.5749675041e+13,190307.0,854560.0,1.0,1430640.0,238.0,1.0,1421263787.0,3.0,False,False,2015-01-15 03:29:47,-8985.0
7852402,175112,2015-01-15 01:00:02,1,7.05244288629e+15,3000.0,938878.0,2.0,279271.0,238.0,1.0,1421264219.0,3.0,False,False,2015-01-15 03:36:59,-9417.0
7852403,175112,2015-01-15 01:00:02,1,5.29712424641e+15,4000.0,938878.0,2.0,279271.0,238.0,22.0,1421264320.0,3.0,False,False,2015-01-15 03:38:40,-9518.0
7852404,175112,2015-01-15 01:00:02,1,7.78790697842e+15,4000.0,938878.0,2.0,279271.0,238.0,22.0,1421264321.0,3.0,False,False,2015-01-15 03:38:41,-9519.0
7852405,175112,2015-01-15 01:00:02,1,4.34031684015e+16,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264325.0,3.0,False,False,2015-01-15 03:38:45,-9523.0
7852406,175112,2015-01-15 01:00:02,1,9.34053943553e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264328.0,3.0,False,False,2015-01-15 03:38:48,-9526.0
7852407,175112,2015-01-15 01:00:02,1,6.61463186106e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264329.0,3.0,False,False,2015-01-15 03:38:49,-9527.0
7852408,175112,2015-01-15 01:00:02,1,6.1985886036e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264330.0,3.0,False,False,2015-01-15 03:38:50,-9528.0
7852409,175112,2015-01-15 01:00:02,1,6.99506035746e+15,5000.0,938878.0,2.0,279271.0,238.0,22.0,1421264331.0,3.0,False,False,2015-01-15 03:38:51,-9529.0
7852410,175112,2015-01-15 01:00:02,1,3.94670847168e+16,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264333.0,3.0,False,False,2015-01-15 03:38:53,-9531.0
7852411,175112,2015-01-15 01:00:02,1,7.68258783025e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264333.0,3.0,False,False,2015-01-15 03:38:53,-9531.0
7852412,175112,2015-01-15 01:00:02,1,1.7759084979e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264339.0,3.0,False,False,2015-01-15 03:38:59,-9537.0
7852413,175112,2015-01-15 01:00:02,1,9.19354311123e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264340.0,3.0,False,False,2015-01-15 03:39:00,-9538.0
7852414,175112,2015-01-15 01:00:02,1,6.9335163399e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264341.0,3.0,False,False,2015-01-15 03:39:01,-9539.0
7852415,175112,2015-01-15 01:00:02,1,4.01272977718e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264343.0,3.0,False,False,2015-01-15 03:39:03,-9541.0
7852416,175112,2015-01-15 01:00:02,1,2.42001683788e+13,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264403.0,3.0,False,False,2015-01-15 03:40:03,-9601.0
7852417,175112,2015-01-15 01:00:02,1,5.32535134849e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421488987.0,3.0,False,False,2015-01-17 18:03:07,-234185.0
7852418,175112,2015-01-15 01:00:02,1,1.97692172848e+15,1000.0,306137.0,2.0,283064.0,238.0,22.0,1421489015.0,3.0,False,False,2015-01-17 18:03:35,-234213.0
7852419,175112,2015-01-15 01:00:02,1,3.64057616208e+15,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489046.0,3.0,False,False,2015-01-17 18:04:06,-234244.0
7852420,175112,2015-01-15 01:00:02,1,2.67871554814e+15,1000.0,306137.0,2.0,283064.0,238.0,22.0,1421489049.0,3.0,False,False,2015-01-17 18:04:09,-234247.0
7852421,175112,2015-01-15 01:00:02,1,6.32190430552e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489160.0,3.0,False,False,2015-01-17 18:06:00,-234358.0
7852422,175112,2015-01-15 01:00:02,1,4.24250441192e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489173.0,3.0,False,False,2015-01-17 18:06:13,-234371.0
7852423,175112,2015-01-15 01:00:02,1,4.10488552327e+16,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489185.0,3.0,False,False,2015-01-17 18:06:25,-234383.0
7852424,175112,2015-01-15 01:00:02,1,8.37498071084e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489296.0,3.0,False,False,2015-01-17 18:08:16,-234494.0
7852425,175112,2015-01-15 01:00:02,1,4.73631781014e+15,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489336.0,3.0,False,False,2015-01-17 18:08:56,-234534.0
7852426,175112,2015-01-15 01:00:02,1,2.01056728249e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489599.0,3.0,False,False,2015-01-17 18:13:19,-234797.0
7852427,175112,2015-01-15 01:00:02,1,6.43434050111e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489603.0,3.0,False,False,2015-01-17 18:13:23,-234801.0
7852428,175112,2015-01-15 01:00:02,1,5.45560757737e+14,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489607.0,3.0,False,False,2015-01-17 18:13:27,-234805.0
7852429,175112,2015-01-15 01:00:02,1,3.36558699133e+14,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489748.0,3.0,False,False,2015-01-17 18:15:48,-234946.0
7852430,175112,2015-01-15 01:00:02,1,3.31143636886e+16,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421490019.0,3.0,False,False,2015-01-17 18:20:19,-235217.0
7852431,175112,2015-01-15 01:00:02,1,7.01236103141e+14,3000.0,306137.0,2.0,283064.0,238.0,1.0,1421490038.0,3.0,False,False,2015-01-17 18:20:38,-235236.0
7852432,175112,2015-01-15 01:00:02,1,7.44977568737e+15,2000.0,306137.0,2.0,283064.0,238.0,1.0,1421491139.0,3.0,False,False,2015-01-17 18:38:59,-236337.0
7852433,175112,2015-01-15 01:00:02,1,7.35766865288e+15,1000.0,306137.0,2.0,1105168.0,405.0,1.0,1421590523.0,3.0,False,False,2015-01-18 22:15:23,-335721.0
7852434,175112,2015-01-15 01:00:02,1,5.65594720702e+15,2000.0,306137.0,2.0,1259744.0,405.0,1.0,1423264733.0,3.0,False,False,2015-02-07 07:18:53,-2009931.0
7852435,175112,2015-01-15 01:00:02,1,3.28790465944e+16,7000.0,393527.0,2.0,372647.0,405.0,1.0,1429116933.0,3.0,False,False,2015-04-16 00:55:33,-7862131.0
7852436,175112,2015-01-15 01:07:37,1,4.0612095105e+15,1000.0,938878.0,2.0,1559043.0,238.0,1.0,1421254475.0,3.0,False,False,2015-01-15 00:54:35,782.0
7852437,175112,2015-01-15 01:07:37,1,6.01353261383e+15,7363.0,464572.0,1.0,1341264.0,238.0,31.0,1421254897.0,3.0,False,False,2015-01-15 01:01:37,360.0
7852438,175112,2015-01-15 01:07:37,1,6.11653578542e+15,2000.0,642705.0,2.0,1042145.0,238.0,1.0,1421254907.0,3.0,False,False,2015-01-15 01:01:47,350.0
7852439,175112,2015-01-15 01:07:37,1,2.14649246043e+15,2000.0,642705.0,2.0,1042145.0,238.0,1.0,1421255030.0,3.0,False,False,2015-01-15 01:03:50,227.0
7852440,175112,2015-01-15 01:07:37,1,9.0390703807e+15,3000.0,642705.0,2.0,316646.0,405.0,31.0,1421255181.0,3.0,False,False,2015-01-15 01:06:21,76.0
7852441,175112,2015-01-15 01:07:37,1,7.20277940857e+15,5000.0,642705.0,2.0,316646.0,405.0,31.0,1421255249.0,3.0,False,False,2015-01-15 01:07:29,8.0
7852442,175112,2015-01-15 01:07:37,1,3.59076080676e+16,2000.0,642705.0,2.0,316646.0,405.0,1.0,1421255259.0,3.0,False,False,2015-01-15 01:07:39,-2.0
7852443,175112,2015-01-15 01:07:37,1,5.84827969432e+15,3000.0,642705.0,2.0,316646.0,405.0,1.0,1421255696.0,3.0,False,False,2015-01-15 01:14:56,-439.0
7852444,175112,2015-01-15 01:07:37,1,9.22014127356e+13,2000.0,938878.0,2.0,1559043.0,238.0,31.0,1421259873.0,3.0,False,False,2015-01-15 02:24:33,-4616.0
7852445,175112,2015-01-15 01:07:37,1,9.87911516075e+15,2000.0,642705.0,2.0,316646.0,405.0,1.0,1421262512.0,3.0,False,False,2015-01-15 03:08:32,-7255.0
7852446,175112,2015-01-15 01:07:37,1,2.76939180869e+15,2000.0,938878.0,2.0,279271.0,238.0,1.0,1421263523.0,3.0,False,False,2015-01-15 03:25:23,-8266.0
7852447,175112,2015-01-15 01:07:37,1,3.96583508915e+15,24799.0,854560.0,1.0,1430640.0,238.0,31.0,1421263622.0,3.0,False,False,2015-01-15 03:27:02,-8365.0
7852448,175112,2015-01-15 01:07:37,1,7.72263411073e+15,3000.0,642705.0,2.0,316646.0,405.0,1.0,1421263626.0,3.0,False,False,2015-01-15 03:27:06,-8369.0
7852449,175112,2015-01-15 01:07:37,1,8.32994721347e+15,33399.0,854560.0,1.0,1430640.0,238.0,31.0,1421263630.0,3.0,False,False,2015-01-15 03:27:10,-8373.0
7852450,175112,2015-01-15 01:07:37,1,5.5749675041e+13,190307.0,854560.0,1.0,1430640.0,238.0,1.0,1421263787.0,3.0,False,False,2015-01-15 03:29:47,-8530.0
7852451,175112,2015-01-15 01:07:37,1,7.05244288629e+15,3000.0,938878.0,2.0,279271.0,238.0,1.0,1421264219.0,3.0,False,False,2015-01-15 03:36:59,-8962.0
7852452,175112,2015-01-15 01:07:37,1,5.29712424641e+15,4000.0,938878.0,2.0,279271.0,238.0,22.0,1421264320.0,3.0,False,False,2015-01-15 03:38:40,-9063.0
7852453,175112,2015-01-15 01:07:37,1,7.78790697842e+15,4000.0,938878.0,2.0,279271.0,238.0,22.0,1421264321.0,3.0,False,False,2015-01-15 03:38:41,-9064.0
7852454,175112,2015-01-15 01:07:37,1,4.34031684015e+16,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264325.0,3.0,False,False,2015-01-15 03:38:45,-9068.0
7852455,175112,2015-01-15 01:07:37,1,9.34053943553e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264328.0,3.0,False,False,2015-01-15 03:38:48,-9071.0
7852456,175112,2015-01-15 01:07:37,1,6.61463186106e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264329.0,3.0,False,False,2015-01-15 03:38:49,-9072.0
7852457,175112,2015-01-15 01:07:37,1,6.1985886036e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264330.0,3.0,False,False,2015-01-15 03:38:50,-9073.0
7852458,175112,2015-01-15 01:07:37,1,6.99506035746e+15,5000.0,938878.0,2.0,279271.0,238.0,22.0,1421264331.0,3.0,False,False,2015-01-15 03:38:51,-9074.0
7852459,175112,2015-01-15 01:07:37,1,3.94670847168e+16,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264333.0,3.0,False,False,2015-01-15 03:38:53,-9076.0
7852460,175112,2015-01-15 01:07:37,1,7.68258783025e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264333.0,3.0,False,False,2015-01-15 03:38:53,-9076.0
7852461,175112,2015-01-15 01:07:37,1,1.7759084979e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264339.0,3.0,False,False,2015-01-15 03:38:59,-9082.0
7852462,175112,2015-01-15 01:07:37,1,9.19354311123e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264340.0,3.0,False,False,2015-01-15 03:39:00,-9083.0
7852463,175112,2015-01-15 01:07:37,1,6.9335163399e+15,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264341.0,3.0,False,False,2015-01-15 03:39:01,-9084.0
7852464,175112,2015-01-15 01:07:37,1,4.01272977718e+15,2000.0,938878.0,2.0,279271.0,238.0,22.0,1421264343.0,3.0,False,False,2015-01-15 03:39:03,-9086.0
7852465,175112,2015-01-15 01:07:37,1,2.42001683788e+13,3000.0,938878.0,2.0,279271.0,238.0,22.0,1421264403.0,3.0,False,False,2015-01-15 03:40:03,-9146.0
7852466,175112,2015-01-15 01:07:37,1,5.32535134849e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421488987.0,3.0,False,False,2015-01-17 18:03:07,-233730.0
7852467,175112,2015-01-15 01:07:37,1,1.97692172848e+15,1000.0,306137.0,2.0,283064.0,238.0,22.0,1421489015.0,3.0,False,False,2015-01-17 18:03:35,-233758.0
7852468,175112,2015-01-15 01:07:37,1,3.64057616208e+15,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489046.0,3.0,False,False,2015-01-17 18:04:06,-233789.0
7852469,175112,2015-01-15 01:07:37,1,2.67871554814e+15,1000.0,306137.0,2.0,283064.0,238.0,22.0,1421489049.0,3.0,False,False,2015-01-17 18:04:09,-233792.0
7852470,175112,2015-01-15 01:07:37,1,6.32190430552e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489160.0,3.0,False,False,2015-01-17 18:06:00,-233903.0
7852471,175112,2015-01-15 01:07:37,1,4.24250441192e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489173.0,3.0,False,False,2015-01-17 18:06:13,-233916.0
7852472,175112,2015-01-15 01:07:37,1,4.10488552327e+16,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489185.0,3.0,False,False,2015-01-17 18:06:25,-233928.0
7852473,175112,2015-01-15 01:07:37,1,8.37498071084e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489296.0,3.0,False,False,2015-01-17 18:08:16,-234039.0
7852474,175112,2015-01-15 01:07:37,1,4.73631781014e+15,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489336.0,3.0,False,False,2015-01-17 18:08:56,-234079.0
7852475,175112,2015-01-15 01:07:37,1,2.01056728249e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489599.0,3.0,False,False,2015-01-17 18:13:19,-234342.0
7852476,175112,2015-01-15 01:07:37,1,6.43434050111e+15,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489603.0,3.0,False,False,2015-01-17 18:13:23,-234346.0
7852477,175112,2015-01-15 01:07:37,1,5.45560757737e+14,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421489607.0,3.0,False,False,2015-01-17 18:13:27,-234350.0
7852478,175112,2015-01-15 01:07:37,1,3.36558699133e+14,3000.0,306137.0,2.0,283064.0,238.0,22.0,1421489748.0,3.0,False,False,2015-01-17 18:15:48,-234491.0
7852479,175112,2015-01-15 01:07:37,1,3.31143636886e+16,2000.0,306137.0,2.0,283064.0,238.0,22.0,1421490019.0,3.0,False,False,2015-01-17 18:20:19,-234762.0
7852480,175112,2015-01-15 01:07:37,1,7.01236103141e+14,3000.0,306137.0,2.0,283064.0,238.0,1.0,1421490038.0,3.0,False,False,2015-01-17 18:20:38,-234781.0
7852481,175112,2015-01-15 01:07:37,1,7.44977568737e+15,2000.0,306137.0,2.0,283064.0,238.0,1.0,1421491139.0,3.0,False,False,2015-01-17 18:38:59,-235882.0
7852482,175112,2015-01-15 01:07:37,1,7.35766865288e+15,1000.0,306137.0,2.0,1105168.0,405.0,1.0,1421590523.0,3.0,False,False,2015-01-18 22:15:23,-335266.0
