Class,SaleDate,saleCount
1501,2015-04-01,4.01013231277
1501,2015-04-02,6.24598693848
1501,2015-04-03,3.93836045265
1501,2015-04-04,2.83921384811
1501,2015-04-05,1.55102860928
1501,2015-04-06,2.24841308594
1501,2015-04-07,2.64922595024
1501,2015-04-08,2.61771631241
1501,2015-04-10,2.38799381256
1501,2015-04-11,1.62368118763
1501,2015-04-12,1.92685627937
1501,2015-04-13,2.28668022156
1501,2015-04-14,2.62820506096
1501,2015-04-15,3.61317944527
1501,2015-04-17,2.31350374222
1501,2015-04-18,1.61353003979
1501,2015-04-19,1.93486297131
1501,2015-04-20,2.28267431259
1501,2015-04-21,2.61956834793
1501,2015-04-22,3.59674549103
1501,2015-04-23,2.46546506882
1501,2015-04-24,2.35439538956
1501,2015-04-25,1.62690365314
1501,2015-04-26,1.92593300343
1501,2015-04-27,2.30211210251
1501,2015-04-28,3.00323438644
1501,2015-04-29,7.88191175461
1501,2015-04-30,3.78924298286
1502,2015-04-01,0.0
1502,2015-04-02,0.0
1502,2015-04-03,0.0
1502,2015-04-04,0.0
1502,2015-04-05,0.0
1502,2015-04-06,0.0
1502,2015-04-07,0.0
1502,2015-04-08,0.0
1502,2015-04-10,0.0
1502,2015-04-11,0.0
1502,2015-04-12,0.0
1502,2015-04-13,0.0
1502,2015-04-14,0.0
1502,2015-04-15,0.0
1502,2015-04-17,0.0
1502,2015-04-18,0.0
1502,2015-04-19,0.0
1502,2015-04-20,0.0
1502,2015-04-21,0.0
1502,2015-04-22,0.0
1502,2015-04-23,0.0
1502,2015-04-24,0.0
1502,2015-04-25,0.0
1502,2015-04-26,0.0
1502,2015-04-27,0.0
1502,2015-04-28,0.0
1502,2015-04-29,0.0
1502,2015-04-30,0.0
1503,2015-04-01,0.600597918034
1503,2015-04-02,0.630759179592
1503,2015-04-03,0.475184679031
1503,2015-04-04,0.312249243259
1503,2015-04-05,0.0
1503,2015-04-06,0.096735060215
1503,2015-04-07,0.254903495312
1503,2015-04-08,0.673621058464
1503,2015-04-10,0.167623221874
1503,2015-04-11,0.0950586795807
1503,2015-04-12,0.130352258682
1503,2015-04-13,0.50777310133
1503,2015-04-14,0.113326907158
1503,2015-04-15,0.487398743629
1503,2015-04-17,0.089163929224
1503,2015-04-18,0.110324263573
1503,2015-04-19,0.120461344719
1503,2015-04-20,0.509655475616
1503,2015-04-21,0.113326907158
1503,2015-04-22,0.47665476799
1503,2015-04-23,0.230590134859
1503,2015-04-24,0.158082515001
1503,2015-04-25,0.108299314976
1503,2015-04-26,0.120461344719
1503,2015-04-27,0.509655475616
1503,2015-04-28,0.312467455864
1503,2015-04-29,0.706206917763
1503,2015-04-30,0.596597850323
1505,2015-04-01,10.5784006119
1505,2015-04-02,9.1376619339
1505,2015-04-03,8.22857570648
1505,2015-04-04,11.6542730331
1505,2015-04-05,5.14498186111
1505,2015-04-06,3.73476052284
1505,2015-04-07,5.38401031494
1505,2015-04-08,9.3749294281
1505,2015-04-10,8.55213069916
1505,2015-04-11,10.4118480682
1505,2015-04-12,8.20854187012
1505,2015-04-13,8.75598907471
1505,2015-04-14,8.71305465698
1505,2015-04-15,11.5056867599
1505,2015-04-17,7.3885641098
1505,2015-04-18,10.1975860596
1505,2015-04-19,8.2948589325
1505,2015-04-20,8.6031627655
1505,2015-04-21,8.62170600891
1505,2015-04-22,11.4283771515
1505,2015-04-23,7.00253248215
1505,2015-04-24,8.02433204651
1505,2015-04-25,10.2800149918
1505,2015-04-26,8.19780635834
1505,2015-04-27,8.75598907471
1505,2015-04-28,9.45848941803
1505,2015-04-29,13.8128871918
1505,2015-04-30,7.31682634354
1508,2015-04-01,0.0011188685894
1508,2015-04-02,0.421453863382
1508,2015-04-03,2.29983139038
1508,2015-04-04,1.36768901348
1508,2015-04-05,0.107826858759
1508,2015-04-06,0.559578239918
1508,2015-04-07,0.861635684967
1508,2015-04-08,1.11847352982
1508,2015-04-10,1.40841698647
1508,2015-04-11,0.258653283119
1508,2015-04-12,0.473628371954
1508,2015-04-13,0.787882089615
1508,2015-04-14,0.686500012875
1508,2015-04-15,0.461000621319
1508,2015-04-17,1.54832983017
1508,2015-04-18,0.228406727314
1508,2015-04-19,0.523134231567
1508,2015-04-20,0.729469418526
1508,2015-04-21,0.7159512043
1508,2015-04-22,0.458740860224
1508,2015-04-23,0.962523698807
1508,2015-04-24,1.41110515594
1508,2015-04-25,0.257880628109
1508,2015-04-26,0.468150317669
1508,2015-04-27,0.830218076706
1508,2015-04-28,0.159065932035
1508,2015-04-29,0.253294050694
1508,2015-04-30,1.86041784286
1510,2015-04-01,1.46662044525
1510,2015-04-02,1.04453659058
1510,2015-04-03,1.12769973278
1510,2015-04-04,0.996864438057
1510,2015-04-05,1.33233356476
1510,2015-04-06,1.32619810104
1510,2015-04-07,0.9123057127
1510,2015-04-08,0.954426884651
1510,2015-04-10,0.576259076595
1510,2015-04-11,0.962446987629
1510,2015-04-12,1.64576649666
1510,2015-04-13,0.581037640572
1510,2015-04-14,0.856041073799
1510,2015-04-15,0.922341525555
1510,2015-04-17,0.551242053509
1510,2015-04-18,0.957436442375
1510,2015-04-19,1.65130019188
1510,2015-04-20,0.581037640572
1510,2015-04-21,0.856746673584
1510,2015-04-22,0.922341525555
1510,2015-04-23,0.459468603134
1510,2015-04-24,0.661900818348
1510,2015-04-25,0.915859401226
1510,2015-04-26,1.63676536083
1510,2015-04-27,0.581943154335
1510,2015-04-28,0.89219391346
1510,2015-04-29,1.40539848804
1510,2015-04-30,1.09033370018
1512,2015-04-01,1.4139560461
1512,2015-04-02,0.950911879539
1512,2015-04-03,1.68152177334
1512,2015-04-04,0.738987445831
1512,2015-04-05,1.37385773659
1512,2015-04-06,0.742074847221
1512,2015-04-07,1.07284712791
1512,2015-04-08,2.05256605148
1512,2015-04-10,0.696732223034
1512,2015-04-11,0.432783544064
1512,2015-04-12,0.887532830238
1512,2015-04-13,0.412200272083
1512,2015-04-14,0.461513876915
1512,2015-04-15,1.92130815983
1512,2015-04-17,0.635628283024
1512,2015-04-18,0.432783544064
1512,2015-04-19,0.882890105247
1512,2015-04-20,0.412200272083
1512,2015-04-21,0.458985865116
1512,2015-04-22,1.92130815983
1512,2015-04-23,0.316934227943
1512,2015-04-24,0.659167468548
1512,2015-04-25,0.432574242353
1512,2015-04-26,0.887532830238
1512,2015-04-27,0.414314985275
1512,2015-04-28,0.0951204895973
1512,2015-04-29,2.46118879318
1512,2015-04-30,1.48804545403
1513,2015-04-01,0.0942010879517
1513,2015-04-02,0.366636246443
1513,2015-04-03,0.0
1513,2015-04-04,0.245647937059
1513,2015-04-05,0.0598726868629
1513,2015-04-06,0.60420191288
1513,2015-04-07,0.177627414465
1513,2015-04-08,0.752863883972
1513,2015-04-10,0.0
1513,2015-04-11,0.246772706509
1513,2015-04-12,0.298998534679
1513,2015-04-13,0.600033760071
1513,2015-04-14,0.173338741064
1513,2015-04-15,0.554278850555
1513,2015-04-17,0.0
1513,2015-04-18,0.244035363197
1513,2015-04-19,0.303822308779
1513,2015-04-20,0.595414996147
1513,2015-04-21,0.174244195223
1513,2015-04-22,0.550433456898
