Class,SaleDate,saleCount
1001,2015-04-01,19.4687747955
1001,2015-04-02,7.1921172142
1001,2015-04-03,6.3636264801
1001,2015-04-04,2.47491431236
1001,2015-04-05,0.650519490242
1001,2015-04-06,0.967817187309
1001,2015-04-07,3.05375647545
1001,2015-04-08,10.1247529984
1001,2015-04-10,2.33503508568
1001,2015-04-11,1.19763755798
1001,2015-04-12,2.09745788574
1001,2015-04-13,3.10755586624
1001,2015-04-14,5.6996588707
1001,2015-04-15,13.0026073456
1001,2015-04-17,2.34826874733
1001,2015-04-18,1.19763755798
1001,2015-04-19,2.09745788574
1001,2015-04-20,3.10755586624
1001,2015-04-21,5.6996588707
1001,2015-04-22,13.0026073456
1001,2015-04-23,2.95000171661
1001,2015-04-24,1.21004664898
1001,2015-04-25,1.4794383049
1001,2015-04-26,2.11372232437
1001,2015-04-27,3.10755586624
1001,2015-04-28,9.21619415283
1001,2015-04-29,13.497127533
1001,2015-04-30,5.69595623016
1002,2015-04-01,0.601226627827
1002,2015-04-02,1.18009400368
1002,2015-04-03,0.157786339521
1002,2015-04-04,0.508639454842
1002,2015-04-05,0.0
1002,2015-04-06,0.0194315612316
1002,2015-04-07,0.0
1002,2015-04-08,0.445488214493
1002,2015-04-10,0.163088738918
1002,2015-04-11,0.549404323101
1002,2015-04-12,0.187234520912
1002,2015-04-13,1.13054609299
1002,2015-04-14,0.227632343769
1002,2015-04-15,0.857625007629
1002,2015-04-17,0.467173010111
1002,2015-04-18,0.0
1002,2015-04-19,0.257399439812
1002,2015-04-20,0.817176163197
1002,2015-04-21,0.175725847483
1002,2015-04-22,1.00666880608
1002,2015-04-23,0.273677587509
1002,2015-04-24,0.839396476746
1002,2015-04-25,0.227029889822
1002,2015-04-26,0.922054290771
1002,2015-04-27,0.42946356535
1002,2015-04-28,0.46018499136
1002,2015-04-29,1.04950118065
1002,2015-04-30,0.21522000432
1004,2015-04-01,3.77174377441
1004,2015-04-02,2.10082578659
1004,2015-04-03,1.85561132431
1004,2015-04-04,1.09411156178
1004,2015-04-05,1.59262859821
1004,2015-04-06,1.13003909588
1004,2015-04-07,0.955972671509
1004,2015-04-08,3.04510879517
1004,2015-04-10,1.14015078545
1004,2015-04-11,1.46164405346
1004,2015-04-12,1.66221892834
1004,2015-04-13,1.35864281654
1004,2015-04-14,1.45594346523
1004,2015-04-15,3.30141472816
1004,2015-04-17,1.11733007431
1004,2015-04-18,1.40258944035
1004,2015-04-19,1.77940821648
1004,2015-04-20,1.43080937862
1004,2015-04-21,1.35664880276
1004,2015-04-22,3.46095085144
1004,2015-04-23,1.79184353352
1004,2015-04-24,1.45269227028
1004,2015-04-25,1.35777759552
1004,2015-04-26,1.8076492548
1004,2015-04-27,1.43848645687
1004,2015-04-28,1.94316339493
1004,2015-04-29,4.16481637955
1004,2015-04-30,1.4714744091
1005,2015-04-01,0.0790354609489
1005,2015-04-02,0.0
1005,2015-04-03,0.047522008419
1005,2015-04-04,0.0
1005,2015-04-05,0.00316691398621
1005,2015-04-06,0.0
1005,2015-04-07,0.0
1005,2015-04-08,1.05004799366
1005,2015-04-10,0.148540228605
1005,2015-04-11,0.347791850567
1005,2015-04-12,0.140686839819
1005,2015-04-13,0.395497202873
1005,2015-04-14,0.0
1005,2015-04-15,0.573916196823
1005,2015-04-17,0.21971693635
1005,2015-04-18,0.296266913414
1005,2015-04-19,0.327550888062
1005,2015-04-20,0.0786273777485
1005,2015-04-21,0.0669606626034
