Class,SaleDate,saleCount
1001,2015-05-15,0.0
1001,2015-05-16,0.0
1001,2015-05-17,0.0
1001,2015-05-18,0.0
1001,2015-05-19,0.0
1001,2015-05-20,0.0
1001,2015-05-21,0.0
1002,2015-05-15,0.0
1002,2015-05-16,0.0
1002,2015-05-17,0.0
1002,2015-05-18,0.0
1002,2015-05-19,0.0
1002,2015-05-20,0.0
1002,2015-05-21,0.0
1004,2015-05-15,0.0
1004,2015-05-16,0.0
1004,2015-05-17,0.0
1004,2015-05-18,0.0
1004,2015-05-19,0.0
1004,2015-05-20,0.0
1004,2015-05-21,0.0
1005,2015-05-15,0.0
1005,2015-05-16,0.0
1005,2015-05-17,0.0
1005,2015-05-18,0.0
1005,2015-05-19,0.0
1005,2015-05-20,0.0
1005,2015-05-21,0.0
1099,2015-05-15,0.0
1099,2015-05-16,0.0
1099,2015-05-17,0.0
1099,2015-05-18,0.0
1099,2015-05-19,0.0
1099,2015-05-20,0.0
1099,2015-05-21,0.0
1101,2015-05-15,0.0
1101,2015-05-16,0.0
1101,2015-05-17,0.0
1101,2015-05-18,0.0
1101,2015-05-19,0.0
1101,2015-05-20,0.0
1101,2015-05-21,0.0
1102,2015-05-15,0.0
1102,2015-05-16,0.0
1102,2015-05-17,0.0
1102,2015-05-18,0.0
1102,2015-05-19,0.0
1102,2015-05-20,0.0
1102,2015-05-21,0.0
1103,2015-05-15,0.0
1103,2015-05-16,0.0
1103,2015-05-17,0.0
1103,2015-05-18,0.0
1103,2015-05-19,0.0
1103,2015-05-20,0.0
1103,2015-05-21,0.0
1201,2015-05-15,0.0
1201,2015-05-16,0.0
1201,2015-05-17,0.0
1201,2015-05-18,0.0
1201,2015-05-19,0.0
1201,2015-05-20,0.0
1201,2015-05-21,0.0
1202,2015-05-15,0.0
1202,2015-05-16,0.0
1202,2015-05-17,0.0
1202,2015-05-18,0.0
1202,2015-05-19,0.0
1202,2015-05-20,0.0
1202,2015-05-21,0.0
1203,2015-05-15,0.0
1203,2015-05-16,0.0
1203,2015-05-17,0.0
