Class,SaleDate,saleCount
1001,2015-04-01,10.0380907059
1001,2015-04-02,7.39110422134
1001,2015-04-03,6.31856536865
1001,2015-04-04,4.42971038818
1001,2015-04-05,4.45571947098
1001,2015-04-06,6.59092903137
1001,2015-04-07,6.87362909317
1001,2015-04-08,10.6936750412
1001,2015-04-09,5.94567728043
1001,2015-04-10,5.64355564117
1001,2015-04-11,5.40136098862
1001,2015-04-12,6.30033349991
1001,2015-04-13,6.69797849655
1001,2015-04-14,7.29816532135
1001,2015-04-15,10.5486345291
1001,2015-04-16,6.3360710144
1001,2015-04-17,5.48749542236
1001,2015-04-18,5.01703500748
1001,2015-04-19,4.59491920471
1001,2015-04-20,6.43030929565
1001,2015-04-21,7.51869869232
1001,2015-04-22,10.5702390671
1001,2015-04-23,6.02972841263
1001,2015-04-24,5.30318784714
1001,2015-04-25,4.9228553772
1001,2015-04-26,5.25735139847
1201,2015-04-01,82.9142074585
1201,2015-04-02,66.4305114746
1201,2015-04-03,67.4139938354
1201,2015-04-04,69.3036727905
1201,2015-04-05,65.3848419189
1201,2015-04-06,87.1844787598
1201,2015-04-07,85.911605835
1201,2015-04-08,80.2362747192
1201,2015-04-09,66.7621383667
1201,2015-04-10,60.1445159912
1201,2015-04-11,68.6818237305
1201,2015-04-12,58.8196258545
1201,2015-04-13,75.17162323
1201,2015-04-14,62.6163635254
1201,2015-04-15,80.5094146729
1201,2015-04-16,67.3542022705
1201,2015-04-17,61.4947052002
1201,2015-04-18,70.0130081177
1201,2015-04-19,59.1845321655
1201,2015-04-20,75.4874725342
1201,2015-04-21,64.9661254883
1201,2015-04-22,80.2570800781
1201,2015-04-23,67.3542022705
1201,2015-04-24,61.4947052002
1201,2015-04-25,70.7761154175
1201,2015-04-26,59.1845321655
1202,2015-04-01,10.202507019
1202,2015-04-02,8.78261089325
1202,2015-04-03,7.92171955109
1202,2015-04-04,6.03676128387
1202,2015-04-05,5.69412994385
1202,2015-04-06,11.304933548
1202,2015-04-07,11.2845563889
1202,2015-04-08,9.60263824463
1202,2015-04-09,7.86050367355
1202,2015-04-10,6.36991262436
1202,2015-04-11,7.55795669556
1202,2015-04-12,7.08464002609
1202,2015-04-13,9.36723613739
1202,2015-04-14,9.1419467926
1202,2015-04-15,9.26378917694
1202,2015-04-16,7.03832244873
1202,2015-04-17,6.28160858154
1202,2015-04-18,7.42400026321
1202,2015-04-19,6.92229986191
1202,2015-04-20,9.38164806366
1202,2015-04-21,9.63015460968
1202,2015-04-22,9.30338764191
1202,2015-04-23,7.11003017426
1202,2015-04-24,6.40221452713
1202,2015-04-25,7.11443138123
1202,2015-04-26,6.52028274536
1203,2015-04-01,28.9009475708
1203,2015-04-02,24.1073131561
1203,2015-04-03,25.1438713074
1203,2015-04-04,25.1245250702
1203,2015-04-05,22.67420578
1203,2015-04-06,30.7524299622
1203,2015-04-07,28.227388382
1203,2015-04-08,31.8000907898
1203,2015-04-09,25.2130069733
1203,2015-04-10,24.3870792389
1203,2015-04-11,26.3814468384
1203,2015-04-12,21.2607154846
1203,2015-04-13,30.4817886353
1203,2015-04-14,28.2265872955
1203,2015-04-15,27.6468467712
1203,2015-04-16,22.0742282867
1203,2015-04-17,22.3989295959
1203,2015-04-18,23.5327682495
1203,2015-04-19,18.592042923
1203,2015-04-20,31.8510189056
1203,2015-04-21,29.3615684509
1203,2015-04-22,28.8451404572
1203,2015-04-23,21.0194358826
1203,2015-04-24,21.3326263428
1203,2015-04-25,24.6023693085
1203,2015-04-26,18.778924942
1308,2015-04-01,6.00255250931
1308,2015-04-02,4.68178796768
