,Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb
0,1001,10,2015-01-01,3,0.0,3,1.0,1,3,1,1,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1,1001,10,2015-01-02,6,0.0,3,1.0,1,4,2,1,175.86,157.19,0.01721,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
2,1001,10,2015-01-03,7,0.0,3,1.0,1,5,3,1,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
3,1001,10,2015-01-04,5,0.0,1,0.5,1,6,4,1,175.86,157.19,0.00145,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
4,1001,10,2015-01-05,9,0.0,1,0.3,1,0,5,2,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
5,1001,10,2015-01-06,5,0.0,1,0.3,1,1,6,2,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
6,1001,10,2015-01-07,28,0.0,1,0.0,1,2,7,2,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
7,1001,10,2015-01-08,7,0.0,1,0.0,1,3,8,2,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
8,1001,10,2015-01-09,4,0.0,1,0.0,1,4,9,2,175.86,157.19,0.01042,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
9,1001,10,2015-01-10,4,0.0,2,0.0,1,5,10,2,175.86,157.19,0.0341,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
10,1001,10,2015-01-11,3,0.0,2,0.0,1,6,11,2,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
11,1001,10,2015-01-12,12,0.0,1,0.0,1,0,12,3,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
12,1001,10,2015-01-13,5,0.0,1,0.0,1,1,13,3,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
13,1001,10,2015-01-14,16,0.0,1,0.0,1,2,14,3,175.86,157.19,0.02406,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
14,1001,10,2015-01-15,9,0.0,1,0.0,1,3,15,3,175.86,157.19,0.00659,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
15,1001,10,2015-01-16,9,0.0,1,0.0,1,4,16,3,175.86,157.19,0.02396,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
16,1001,10,2015-01-17,3,0.0,2,0.0,1,5,17,3,175.86,157.19,0.00521,0.02901,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
17,1001,10,2015-01-18,5,0.0,2,0.0,1,6,18,3,175.86,157.19,0.00105,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
18,1001,10,2015-01-19,4,0.0,1,0.0,1,0,19,4,175.86,157.19,0.00016,0.00712,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
19,1001,10,2015-01-20,9,0.0,1,0.0,1,1,20,4,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
20,1001,10,2015-01-21,25,0.0,1,0.0,1,2,21,4,175.86,157.19,0.01801,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
21,1001,10,2015-01-22,6,0.0,1,0.0,1,3,22,4,175.86,157.19,0.01107,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
22,1001,10,2015-01-23,7,0.0,1,0.0,1,4,23,4,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
23,1001,10,2015-01-24,2,0.0,2,0.0,1,5,24,4,175.86,157.19,0.02396,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
24,1001,10,2015-01-25,5,0.0,2,0.0,1,6,25,4,175.86,157.19,0.00355,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
25,1001,10,2015-01-26,13,0.0,1,0.0,1,0,26,5,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
26,1001,10,2015-01-27,12,0.0,1,0.0,1,1,27,5,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
27,1001,10,2015-01-28,35,0.0,1,0.0,1,2,28,5,175.86,157.19,0.00892,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
28,1001,10,2015-01-29,9,0.0,1,0.0,1,3,29,5,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
29,1001,10,2015-01-30,4,0.0,1,0.0,1,4,30,5,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
30,1001,10,2015-01-31,6,0.0,2,0.0,1,5,31,5,175.86,157.19,0.00355,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
31,1001,10,2015-02-01,5,0.0,2,0.0,2,6,32,5,175.86,157.19,0.00037,0.00042,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
32,1001,10,2015-02-02,5,0.0,1,0.0,2,0,33,6,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
33,1001,10,2015-02-03,9,0.0,1,0.0,2,1,34,6,175.86,157.19,0.00126,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
34,1001,10,2015-02-04,0,0.0,1,0.0,2,2,35,6,175.86,157.19,0.0053,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
35,1001,10,2015-02-05,10,0.0,1,0.0,2,3,36,6,175.86,157.19,0.01042,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
36,1001,10,2015-02-06,4,0.0,1,0.0,2,4,37,6,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
37,1001,10,2015-02-07,1,0.0,2,0.0,2,5,38,6,175.86,157.19,0.0146,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
38,1001,10,2015-02-08,10,0.0,2,0.0,2,6,39,6,175.86,157.19,0.0146,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
39,1001,10,2015-02-09,8,0.0,1,0.0,2,0,40,7,175.86,157.19,0.00178,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
40,1001,10,2015-02-10,14,0.0,1,0.0,2,1,41,7,175.86,157.19,0.00234,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
41,1001,10,2015-02-11,25,0.0,1,0.0,2,2,42,7,175.86,157.19,0.00105,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
42,1001,10,2015-02-12,6,0.0,1,0.0,2,3,43,7,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
43,1001,10,2015-02-13,6,0.0,1,0.0,2,4,44,7,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
44,1001,10,2015-02-14,0,0.0,2,0.0,2,5,45,7,175.86,157.19,0.00617,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
45,1001,10,2015-02-15,15,0.0,2,0.6,2,6,46,7,175.86,157.19,0.02396,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
46,1001,10,2015-02-16,9,0.0,1,0.6,2,0,47,8,175.86,157.19,0.00617,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
47,1001,10,2015-02-17,16,0.0,1,0.8,2,1,48,8,175.86,157.19,0.02172,0.02901,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
48,1001,10,2015-02-18,9,0.0,3,1.0,2,2,49,8,175.86,157.19,0.02172,0.02901,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
49,1001,10,2015-02-19,1,0.0,3,1.0,2,3,50,8,175.86,157.19,0.00341,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
50,1001,10,2015-02-20,0,0.0,3,1.0,2,4,51,8,175.86,157.19,0.00355,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
51,1001,10,2015-02-21,2,0.0,3,1.0,2,5,52,8,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
52,1001,10,2015-02-22,4,0.0,3,1.0,2,6,53,8,175.86,157.19,0.00528,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
53,1001,10,2015-02-23,2,0.0,3,1.0,2,0,54,9,175.86,157.19,0.00196,0.00624,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
54,1001,10,2015-02-24,1,0.0,3,1.0,2,1,55,9,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
55,1001,10,2015-02-25,0,0.0,1,0.5,2,2,56,9,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
56,1001,10,2015-02-26,2,0.0,1,0.3,2,3,57,9,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
57,1001,10,2015-02-27,3,0.0,1,0.3,2,4,58,9,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
58,1001,10,2015-02-28,4,0.0,1,0.0,2,5,59,9,175.86,157.19,0.0146,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
59,1001,10,2015-03-01,8,0.0,2,0.0,3,6,60,9,175.86,157.19,0.00892,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
60,1001,10,2015-03-02,9,0.0,1,0.0,3,0,61,10,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
61,1001,10,2015-03-03,8,0.0,1,0.0,3,1,62,10,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
62,1001,10,2015-03-04,12,0.0,1,0.0,3,2,63,10,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
63,1001,10,2015-03-05,9,0.0,1,0.0,3,3,64,10,175.86,157.19,0.00892,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
64,1001,10,2015-03-06,3,0.0,1,0.0,3,4,65,10,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
65,1001,10,2015-03-07,5,0.0,2,0.0,3,5,66,10,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
66,1001,10,2015-03-08,5,0.0,2,0.0,3,6,67,10,175.86,157.19,0.01488,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
67,1001,10,2015-03-09,13,0.0,1,0.0,3,0,68,11,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
68,1001,10,2015-03-10,5,0.0,1,0.0,3,1,69,11,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
69,1001,10,2015-03-11,10,0.0,1,0.0,3,2,70,11,175.86,157.19,0.01042,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
70,1001,10,2015-03-12,5,0.0,1,0.0,3,3,71,11,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
71,1001,10,2015-03-13,6,0.0,1,0.0,3,4,72,11,175.86,157.19,0.00213,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
72,1001,10,2015-03-14,10,0.0,2,0.0,3,5,73,11,175.86,157.19,0.02114,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
73,1001,10,2015-03-15,9,0.0,2,0.0,3,6,74,11,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
74,1001,10,2015-03-16,6,0.0,1,0.0,3,0,75,12,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
75,1001,10,2015-03-17,11,0.0,1,0.0,3,1,76,12,175.86,157.19,0.01102,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
76,1001,10,2015-03-18,20,0.0,1,0.0,3,2,77,12,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
77,1001,10,2015-03-19,5,0.0,1,0.0,3,3,78,12,175.86,157.19,0.02114,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
78,1001,10,2015-03-20,3,0.0,1,0.0,3,4,79,12,175.86,157.19,0.00206,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
79,1001,10,2015-03-21,1,0.0,2,0.0,3,5,80,12,175.86,157.19,0.02534,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
80,1001,10,2015-03-22,4,0.0,2,0.0,3,6,81,12,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
